ID,Year of Study,Acquired Skills
15954,1.0,"C++, Robotics, Java, Security, Static Structures"
12982,2.0,"Security, Web Development, Mathematics, C++"
10350,2.0,"Software Engineering, Security, Design"
11528,4.0,"Statistics, Compilation, Static Structures, Java"
13483,3.0,Compilation
16832,1.0,Python
17872,3.0,"Mathematics, Software Engineering, Robotics, Dynamic Structures, Security"
11510,3.0,Statistics
17613,2.0,"Web Development, Java, Mathematics, Security, Probability"
14255,3.0,"Algorithmic, Software Engineering, Robotics, Dynamic Structures"
14433,4.0,"Algorithmic, Java"
14894,2.0,"Java, Design, Probability, C++, Static Structures"
12059,1.0,"Statistics, Python, Web Development, Mathematics, Design"
19206,2.0,"Compilation, Security, Design, Software Engineering, Dynamic Structures"
18231,3.0,"Security, Web Development"
16449,4.0,
14777,1.0,"Python, Statistics, Security, Mathematics"
13500,5.0,"Security, Static Structures, Algorithmic"
18150,4.0,"Statistics, Algorithmic"
13471,1.0,"Software Engineering, Design, Probability"
12198,3.0,"Mathematics, Probability"
11297,3.0,"Python, Java"
17430,3.0,C++
19820,,"Mathematics, Static Structures, Statistics, Software Engineering"
14833,3.0,Security
12084,4.0,Design
11521,4.0,"Static Structures, Robotics"
12842,1.0,"Compilation, C++"
18044,2.0,
15530,4.0,"Web Development, Software Engineering, Algorithmic, Probability"
10351,1.0,Static Structures
18936,5.0,"Design, Dynamic Structures, Mathematics, Algorithmic, Python"
12756,3.0,Statistics
18492,5.0,"Design, Java, Probability"
18876,2.0,"Python, Static Structures, Dynamic Structures"
18969,4.0,Python
10273,3.0,"Design, Statistics, Static Structures, Dynamic Structures, Probability"
14446,2.0,"Software Engineering, Security, Java, Algorithmic, Python"
17269,3.0,"Software Engineering, Design, Compilation, Statistics"
15487,3.0,"Compilation, Software Engineering, Probability, Python"
11441,4.0,"Algorithmic, Web Development, Mathematics, Software Engineering, Python"
15655,2.0,"Java, Dynamic Structures, Robotics, Compilation"
13259,4.0,"Mathematics, Web Development, Statistics, Dynamic Structures, Algorithmic"
14066,2.0,"Web Development, Probability, C++, Software Engineering, Java"
14703,,Java
15866,5.0,Mathematics
17921,2.0,Mathematics
14250,5.0,"C++, Algorithmic, Dynamic Structures, Mathematics, Java"
19120,5.0,"Python, Algorithmic, Design"
16975,,"Software Engineering, Compilation, Security"
18266,4.0,"C++, Python, Robotics"
12398,5.0,"Statistics, Software Engineering, Algorithmic"
16507,5.0,"Algorithmic, Python"
18912,4.0,C++
13270,2.0,"Mathematics, Algorithmic, Robotics, Python, Software Engineering"
11185,4.0,Probability
12232,2.0,"Probability, Design, Software Engineering, Java, Statistics"
14757,2.0,"Web Development, Dynamic Structures, Java, Statistics"
13807,3.0,Mathematics
12489,5.0,"Design, Compilation"
12653,3.0,Compilation
12468,3.0,"Robotics, Algorithmic"
11717,5.0,"Python, Software Engineering, Security, Static Structures, Algorithmic"
14809,3.0,
12985,4.0,"Algorithmic, Compilation, Python"
19132,4.0,Statistics
11948,3.0,Design
18014,3.0,"C++, Compilation"
16577,5.0,"Design, Security, Compilation"
14199,1.0,"Java, C++, Compilation, Python, Mathematics"
10619,3.0,"Web Development, Algorithmic, Dynamic Structures, Robotics, Mathematics"
14832,5.0,"Java, Design, Algorithmic, Static Structures"
12055,4.0,"Java, Algorithmic, Statistics, C++"
18844,2.0,"Compilation, Java"
16802,5.0,"Mathematics, Statistics, Probability"
12774,3.0,"Python, Robotics, Web Development, Statistics"
17887,4.0,Security
12850,5.0,Java
19177,4.0,"Compilation, Probability, Statistics, Web Development, Dynamic Structures"
17440,5.0,"Security, Algorithmic, Python, C++, Java"
12893,3.0,"Probability, Mathematics, Web Development, Software Engineering"
11915,5.0,"Robotics, Static Structures, Security, C++"
11925,1.0,Web Development
11792,1.0,Algorithmic
16881,3.0,"Python, Static Structures, Algorithmic, Web Development"
15980,4.0,"Design, Statistics, Software Engineering"
10522,4.0,Compilation
17400,2.0,"Mathematics, Java, Python"
13653,2.0,
17825,4.0,"Statistics, Software Engineering, Security, Robotics"
14796,2.0,"Python, Software Engineering, Static Structures, Robotics, Statistics"
12014,3.0,"Robotics, Dynamic Structures, Web Development, Python"
17254,2.0,Python
11218,4.0,Probability
13340,1.0,"Statistics, Software Engineering, Dynamic Structures, Algorithmic, Static Structures"
18131,3.0,"Web Development, Mathematics"
14716,2.0,"Static Structures, Python, Security, C++, Statistics"
16220,3.0,"Robotics, Python, Statistics"
17813,1.0,"C++, Software Engineering, Probability, Mathematics, Web Development"
15213,1.0,"Compilation, Dynamic Structures, Static Structures, Web Development"
18635,5.0,"Java, Software Engineering, Mathematics"
14679,1.0,"Design, Probability, Mathematics, Web Development, Static Structures"
18847,2.0,C++
12359,4.0,"Robotics, Java, Python, Software Engineering, Static Structures"
17638,2.0,"Security, Static Structures"
12053,3.0,"Web Development, Static Structures, Python, Statistics, Design"
17998,2.0,"Design, Mathematics, Compilation, Algorithmic"
15409,1.0,"Python, Design, Probability, Dynamic Structures, Statistics"
16238,1.0,"Statistics, Robotics, Security"
14040,3.0,C++
17136,3.0,"Compilation, Software Engineering, Java"
16903,2.0,Security
13437,4.0,
10897,1.0,"Python, Web Development"
13860,4.0,"Dynamic Structures, Algorithmic, Probability, Statistics"
11807,5.0,"Java, Design, Security"
12948,5.0,"Security, Design, Dynamic Structures, Web Development, Static Structures"
13015,2.0,"Statistics, C++"
19762,4.0,C++
17354,2.0,"Robotics, Statistics"
12347,5.0,Java
14189,,"Java, Probability, Static Structures"
12980,4.0,Dynamic Structures
16343,2.0,"Security, C++, Compilation"
11453,5.0,"Static Structures, Mathematics, Probability, Compilation"
16933,,"Software Engineering, Static Structures, Probability, Mathematics, Security"
10125,1.0,"Compilation, Dynamic Structures"
13334,4.0,"Robotics, Python, Static Structures"
12233,4.0,"Security, Probability"
14214,1.0,
19122,2.0,Algorithmic
13799,1.0,Web Development
16421,5.0,"Java, Statistics, Mathematics, C++"
13364,,Static Structures
16993,,"Web Development, Robotics, C++"
14184,2.0,"C++, Design, Compilation, Dynamic Structures"
19718,1.0,"Web Development, Mathematics, Java, Security"
11889,1.0,"Mathematics, Statistics, Dynamic Structures, Java, C++"
16456,2.0,"Mathematics, Java"
12108,4.0,"Security, Web Development, Java"
14643,3.0,Security
18018,3.0,"Statistics, Python, C++"
17607,4.0,Software Engineering
17910,1.0,Probability
16896,4.0,"Software Engineering, Compilation"
18788,3.0,Design
10101,1.0,"Dynamic Structures, Software Engineering, Python, Mathematics, Web Development"
13490,2.0,Web Development
10708,3.0,Statistics
16380,2.0,"Design, Algorithmic"
16147,2.0,"Security, Java"
14570,5.0,"Software Engineering, Web Development"
17434,5.0,C++
12547,1.0,"Compilation, Design"
16746,1.0,"Algorithmic, Statistics"
15022,2.0,"C++, Design, Mathematics"
14611,1.0,"Software Engineering, C++, Mathematics"
17741,2.0,"Web Development, Algorithmic, Robotics"
11952,1.0,"Dynamic Structures, Software Engineering, Compilation, Static Structures, C++"
13378,4.0,
15737,1.0,"Compilation, Web Development, Design"
11207,1.0,"Security, Software Engineering"
18512,1.0,"C++, Security"
13423,3.0,"Python, Software Engineering"
15490,3.0,"Static Structures, Robotics, Probability, Mathematics"
10110,3.0,Python
10990,4.0,"Compilation, Statistics"
17275,4.0,"Design, Robotics, Security, Mathematics, C++"
18794,2.0,"Java, Security, Robotics, Algorithmic, Design"
19574,3.0,Dynamic Structures
17511,2.0,"Robotics, Static Structures, Design, Web Development"
10662,2.0,"Mathematics, Web Development, Software Engineering, C++"
16713,2.0,"Mathematics, Algorithmic, Java"
15166,,"Web Development, Algorithmic, Statistics, Robotics, Software Engineering"
17237,4.0,"Mathematics, Robotics"
11228,2.0,"Python, Statistics, Java, Static Structures, Mathematics"
17267,1.0,"Web Development, Static Structures"
19556,2.0,"Web Development, Java, Algorithmic"
19081,2.0,"C++, Static Structures, Security, Web Development, Design"
10012,3.0,"Java, Static Structures"
18824,5.0,
14167,1.0,"Static Structures, Robotics, Java"
10032,5.0,"Robotics, Algorithmic, Design"
10457,5.0,"Design, Web Development, Compilation, Dynamic Structures"
19756,4.0,"Static Structures, Robotics, Dynamic Structures, C++, Algorithmic"
11532,5.0,"Static Structures, Security, Statistics, Algorithmic, Software Engineering"
18261,5.0,"Dynamic Structures, Probability, Python, Mathematics"
14855,1.0,"Security, Statistics, Python, Algorithmic"
10378,1.0,"Web Development, Security"
17127,2.0,Mathematics
16330,4.0,"Statistics, Security, Java"
18725,3.0,"Statistics, Static Structures, Design, Web Development, Dynamic Structures"
16652,2.0,"Dynamic Structures, Compilation, Security, Algorithmic"
15001,5.0,"Algorithmic, Robotics, Security"
12485,1.0,Security
18249,5.0,Compilation
10071,2.0,"Statistics, Mathematics"
13064,,"Security, Robotics, Mathematics"
13209,3.0,"Software Engineering, Mathematics, Robotics, Algorithmic, Static Structures"
11790,1.0,"Probability, Robotics"
15770,5.0,Dynamic Structures
16340,1.0,"Security, Static Structures, Algorithmic, Design"
13051,2.0,"Web Development, Static Structures, Security"
16335,4.0,"Compilation, Algorithmic, C++, Robotics"
10372,2.0,"Mathematics, Algorithmic, Probability"
19511,2.0,"Probability, Software Engineering, Java, Compilation, Dynamic Structures"
19779,2.0,C++
18082,4.0,"Static Structures, Security"
17582,4.0,"Static Structures, Design, Security"
15734,4.0,"Compilation, Dynamic Structures, Security, C++"
13214,2.0,"Robotics, Java, Probability, Compilation"
10134,2.0,
19581,1.0,"Design, Software Engineering, Compilation, Statistics, Security"
11600,5.0,"Probability, Design, Static Structures, Dynamic Structures"
19405,,"Probability, Statistics, Static Structures, Dynamic Structures, Design"
12708,5.0,"Static Structures, Dynamic Structures, Probability, Design"
13757,,"Statistics, Compilation"
11641,3.0,"Dynamic Structures, Compilation"
15695,2.0,"Compilation, Mathematics"
15029,,"Mathematics, Statistics, Static Structures, Java, Python"
13216,1.0,"Python, Mathematics"
13203,1.0,"Web Development, Design, Statistics, Dynamic Structures"
14890,2.0,"Statistics, Robotics"
12825,5.0,Dynamic Structures
17595,2.0,"Design, Robotics, C++, Compilation"
14863,1.0,"Static Structures, Algorithmic"
12992,3.0,"Python, Static Structures, Web Development, Design"
12969,4.0,"Dynamic Structures, C++, Robotics"
15583,3.0,"Python, Mathematics, Probability"
11380,3.0,"Security, Python"
10826,1.0,Python
18087,4.0,Design
12519,1.0,
13881,4.0,"Mathematics, Security, Statistics, Python, Probability"
12225,2.0,"Compilation, Design, Software Engineering, Security, Probability"
14625,4.0,Compilation
10106,,Software Engineering
16321,1.0,"Python, Web Development, Mathematics, Algorithmic, Java"
14850,1.0,Dynamic Structures
15818,4.0,"Mathematics, Statistics, Java, Security, Robotics"
18480,5.0,"Java, Mathematics, Security, Python"
10833,4.0,Java
18331,4.0,C++
15552,4.0,Python
10697,1.0,"Software Engineering, Robotics"
11048,5.0,"Probability, Design, Compilation, Static Structures"
15750,5.0,"Mathematics, Dynamic Structures"
14807,4.0,"Statistics, Probability, Mathematics"
17363,5.0,"Java, Mathematics, Security"
16326,3.0,Python
17817,3.0,"Compilation, Java, Web Development"
12078,2.0,Static Structures
14447,5.0,"Software Engineering, Dynamic Structures, Java, Compilation, Statistics"
16207,5.0,"Static Structures, Robotics"
12624,5.0,"Software Engineering, Algorithmic"
14177,2.0,"Python, Design, Web Development"
17805,,"Mathematics, Robotics"
13825,3.0,"Algorithmic, Design"
16589,2.0,"Compilation, Web Development, Java"
11756,1.0,"Robotics, Design, Algorithmic, Software Engineering, Mathematics"
14750,,"Robotics, Java, Mathematics"
14036,4.0,"Security, Robotics, Static Structures, Design"
13742,5.0,"C++, Security"
11640,1.0,"Python, Design, Mathematics, Security"
13453,3.0,"Web Development, Compilation, Java"
14097,2.0,"Design, Java, Compilation, Security, Algorithmic"
12156,2.0,"Security, Software Engineering, Compilation, Python"
15729,1.0,Software Engineering
17365,1.0,"Mathematics, Dynamic Structures, Algorithmic"
10295,1.0,"Design, C++, Static Structures, Probability"
14918,1.0,Compilation
13508,5.0,Mathematics
17107,2.0,"Software Engineering, Algorithmic, Web Development"
18731,3.0,"Dynamic Structures, Probability"
13777,3.0,"Compilation, Dynamic Structures, Software Engineering"
12300,5.0,"Mathematics, Robotics, Design, C++"
19691,3.0,Algorithmic
13699,2.0,"Security, Mathematics, Algorithmic"
11125,1.0,"C++, Probability, Web Development"
18519,4.0,"Static Structures, Design, C++, Mathematics, Statistics"
14179,5.0,"Software Engineering, Web Development, Design, C++"
10970,4.0,"Software Engineering, Mathematics, C++, Probability, Dynamic Structures"
15888,5.0,"Compilation, Static Structures, Algorithmic, Python"
14068,1.0,Static Structures
10675,5.0,"Static Structures, Java, Design, Algorithmic, Software Engineering"
16478,5.0,Web Development
15715,4.0,"Java, Probability"
11050,2.0,Robotics
19268,4.0,"Robotics, Software Engineering, Statistics"
12879,1.0,"Algorithmic, Java, Dynamic Structures, Mathematics"
17492,3.0,"Robotics, Algorithmic"
13268,5.0,"Security, Dynamic Structures"
12815,1.0,"Software Engineering, Statistics, Design, C++"
14879,1.0,"Statistics, Security, Python, Mathematics"
11450,5.0,"Static Structures, Probability, Robotics, Dynamic Structures, Design"
19023,1.0,"Algorithmic, C++, Robotics"
15194,4.0,"Algorithmic, Dynamic Structures, Security"
10151,4.0,"Static Structures, Dynamic Structures, Java"
14463,1.0,"Static Structures, C++, Java, Design, Robotics"
10710,2.0,"Static Structures, Security"
10607,3.0,
10380,1.0,"Algorithmic, Software Engineering, Security"
18194,2.0,"C++, Dynamic Structures, Compilation, Security"
14141,5.0,Python
15596,1.0,"Python, Compilation, Security, Static Structures"
18769,3.0,"Probability, Software Engineering, Design"
12841,4.0,Design
16961,1.0,"Probability, Python, Robotics, C++, Web Development"
18573,5.0,"Mathematics, C++, Robotics, Web Development, Python"
17256,4.0,"Dynamic Structures, Java, Security, Probability"
16538,1.0,"Python, Web Development, Software Engineering, C++, Static Structures"
18867,5.0,"C++, Statistics, Dynamic Structures, Compilation"
13030,,Web Development
13452,3.0,Statistics
15513,1.0,Software Engineering
17666,1.0,"Compilation, Web Development"
12677,1.0,"Algorithmic, Statistics, C++, Dynamic Structures, Robotics"
14060,3.0,"Dynamic Structures, C++"
10991,4.0,"Robotics, Web Development, Java, Algorithmic"
19050,3.0,"Web Development, C++, Security"
14851,5.0,"Probability, Dynamic Structures, Algorithmic"
13009,2.0,"Robotics, Java, Python"
14488,5.0,Probability
13436,1.0,"Static Structures, Statistics, C++, Algorithmic, Java"
11866,3.0,"Dynamic Structures, Statistics, Java, Robotics, Web Development"
16482,3.0,"Static Structures, Algorithmic, Mathematics, Dynamic Structures, Web Development"
13308,2.0,"Software Engineering, Mathematics"
11369,5.0,"Security, Java"
17767,3.0,"Probability, Robotics, Python"
11285,4.0,"C++, Design, Compilation, Security"
19908,3.0,
11928,3.0,"Robotics, Design"
19630,5.0,"Probability, Compilation, Statistics, Algorithmic, Software Engineering"
16842,2.0,"Design, Security"
13889,4.0,"Security, Software Engineering, Algorithmic, Compilation, Static Structures"
12431,3.0,"Robotics, Web Development, Design, Static Structures"
18229,1.0,"Security, Statistics, Java"
10967,1.0,"Python, Java, Algorithmic, Mathematics"
15285,,"Software Engineering, Mathematics"
10579,2.0,"Security, C++"
18077,4.0,"Mathematics, Compilation"
19184,2.0,"Security, Design, Web Development, Dynamic Structures, Software Engineering"
13528,2.0,Software Engineering
13283,4.0,
10681,1.0,"Statistics, Algorithmic"
16389,2.0,"Probability, Static Structures"
13665,4.0,"Software Engineering, Java"
11745,2.0,"Probability, C++, Mathematics"
14614,3.0,"Static Structures, Algorithmic, Statistics, Design, Compilation"
18724,2.0,"Probability, Java, Design, Mathematics"
15390,1.0,Python
14817,3.0,Static Structures
19963,3.0,"Statistics, Algorithmic, Design, C++, Web Development"
12889,3.0,"Statistics, Compilation"
12106,4.0,Mathematics
15185,2.0,"Static Structures, Python"
12228,1.0,"Probability, Algorithmic, Static Structures, Software Engineering, C++"
11240,4.0,Web Development
12097,5.0,"Probability, Software Engineering"
13006,1.0,"Mathematics, Dynamic Structures"
17195,2.0,"Python, Java, Security, Dynamic Structures, Compilation"
10922,1.0,"Dynamic Structures, Java, Security, Probability"
15793,5.0,Mathematics
17095,5.0,Web Development
14734,2.0,"Web Development, Dynamic Structures, Algorithmic, Robotics, Java"
17020,4.0,"Java, Statistics"
14827,2.0,"Python, Security, Probability"
13630,,Probability
13357,1.0,
15097,3.0,"Probability, Software Engineering, Static Structures, Dynamic Structures"
13028,1.0,Design
15725,1.0,
13676,5.0,Python
10239,3.0,"C++, Security, Python, Probability"
17603,1.0,"Security, Software Engineering, Robotics"
14272,5.0,"Probability, Web Development, Dynamic Structures, Static Structures"
18488,4.0,Java
14841,,"Mathematics, Probability, Static Structures, Compilation"
12354,2.0,"Python, Security"
12307,2.0,"Python, Algorithmic"
13919,5.0,"Compilation, Statistics, Python"
10291,4.0,"Static Structures, Algorithmic, Design, Dynamic Structures"
14494,2.0,"C++, Design, Security"
14392,,"Algorithmic, Python, Dynamic Structures, Java, Static Structures"
19471,5.0,"Dynamic Structures, Algorithmic"
18959,2.0,"Static Structures, Security, Probability"
13258,5.0,"Probability, Java, Static Structures"
18810,1.0,"C++, Compilation, Python, Algorithmic, Dynamic Structures"
10835,2.0,"Web Development, Robotics, Python"
12532,1.0,"Dynamic Structures, Java, Design, Static Structures"
11494,2.0,"Static Structures, Probability, Dynamic Structures, Robotics, Python"
13176,2.0,
18352,3.0,Algorithmic
17656,5.0,"Software Engineering, Mathematics, Static Structures, C++"
16044,3.0,
10198,4.0,"Probability, C++, Software Engineering, Security"
11940,4.0,"Java, Security, Statistics"
19789,1.0,"Security, Python, Robotics, Java, Web Development"
14109,1.0,"Robotics, Probability, Python, Dynamic Structures"
10876,2.0,"Compilation, Web Development, Design"
10223,,"Dynamic Structures, Mathematics, Compilation"
13911,2.0,"Statistics, Algorithmic, Java, Security"
17306,2.0,"Algorithmic, Robotics, Static Structures, Python, Security"
15874,5.0,"Web Development, Design, Python, C++"
19940,1.0,"Compilation, Web Development"
10484,2.0,C++
11215,4.0,"Design, Dynamic Structures, Python"
19314,1.0,Mathematics
14609,3.0,"Web Development, Java, C++, Software Engineering"
15493,3.0,"Software Engineering, Algorithmic, Mathematics, Design, Statistics"
19302,5.0,"Web Development, C++, Python, Dynamic Structures"
11115,4.0,"Algorithmic, Design, Web Development, Dynamic Structures"
11087,3.0,"Python, Robotics, Mathematics, Compilation, Java"
11643,2.0,"Web Development, Compilation"
14831,1.0,"Security, Static Structures, Statistics, Compilation"
11388,3.0,"Dynamic Structures, Robotics, Python, Statistics"
17600,3.0,"Algorithmic, Design, Robotics, Software Engineering"
17698,,"C++, Statistics"
14759,5.0,"Software Engineering, Dynamic Structures"
12279,1.0,"Java, Robotics, Web Development, Compilation, Algorithmic"
17506,,"Compilation, Static Structures, Software Engineering, Probability, Algorithmic"
18732,1.0,"Design, C++, Static Structures, Java"
12299,4.0,Probability
18858,1.0,"Statistics, Software Engineering"
13109,5.0,Java
10714,2.0,"Statistics, Static Structures"
17119,4.0,"Static Structures, Design, C++"
10555,,"Design, Security, Static Structures"
10867,4.0,Python
11485,1.0,"Java, Mathematics, Static Structures, C++, Dynamic Structures"
14439,3.0,"Java, Python, Compilation, Security"
19863,1.0,C++
19334,1.0,"Algorithmic, C++"
10575,5.0,"Design, Algorithmic, Python, Robotics"
10597,3.0,"Algorithmic, Compilation"
11651,5.0,"Robotics, C++"
18719,4.0,"Design, Static Structures"
16773,2.0,"Algorithmic, Security, C++, Software Engineering, Web Development"
14760,4.0,"Design, Mathematics, Web Development, Statistics"
15183,3.0,Compilation
12732,4.0,Security
16166,4.0,"C++, Robotics, Compilation"
19797,5.0,"Compilation, Python"
11534,5.0,"Static Structures, Probability, Software Engineering"
18602,2.0,Robotics
18046,1.0,"Mathematics, Robotics, Probability, Statistics, C++"
19249,5.0,"Dynamic Structures, Software Engineering, Design, Java"
16221,2.0,"Compilation, Web Development"
18655,5.0,"Web Development, Robotics, Software Engineering, Static Structures"
14633,,"Python, Dynamic Structures"
17708,2.0,"Robotics, Mathematics, Java, Security"
16757,5.0,"Web Development, Python, Dynamic Structures"
19937,5.0,"Python, Design, Security, Probability"
16307,,
16516,2.0,"Security, Mathematics, Web Development, Probability, Software Engineering"
19066,,"C++, Java, Algorithmic"
10282,4.0,"Web Development, Security, Dynamic Structures, Mathematics"
19105,4.0,"Web Development, Statistics, Mathematics"
11882,3.0,"C++, Dynamic Structures, Software Engineering"
18597,5.0,"Python, Probability, Design, Security, Mathematics"
14099,1.0,"Probability, Python, Mathematics, Statistics, Web Development"
18697,1.0,Software Engineering
14564,5.0,"Mathematics, Statistics, Dynamic Structures"
13017,3.0,"Compilation, Python, Java"
12319,1.0,"Statistics, Robotics"
10676,3.0,"C++, Software Engineering, Python, Security, Probability"
14343,4.0,"Dynamic Structures, Software Engineering, Algorithmic, Design, Static Structures"
17138,3.0,"Compilation, Java"
13926,1.0,"Software Engineering, Probability, Web Development, Compilation, Mathematics"
18221,5.0,Probability
11371,5.0,Java
18146,3.0,"Robotics, Software Engineering, Compilation, Algorithmic, Web Development"
13985,1.0,C++
18976,1.0,Security
16176,1.0,"Java, Robotics, Statistics"
13764,5.0,"Web Development, Compilation, Statistics, Python, Software Engineering"
17986,3.0,"Python, Mathematics, Statistics, Java"
19236,1.0,"Java, Mathematics, Python, Compilation"
14310,2.0,"Algorithmic, Python, Statistics, Design, Java"
16361,5.0,"Dynamic Structures, Compilation"
14804,,"C++, Static Structures, Probability, Mathematics, Software Engineering"
13795,1.0,"Robotics, Compilation, Python, Static Structures, Java"
18143,1.0,"Algorithmic, Statistics"
18434,1.0,Web Development
13929,1.0,"Software Engineering, Probability, Design, Algorithmic, Robotics"
10918,2.0,"Security, Java"
18020,3.0,"Probability, Compilation, Static Structures, Security"
19187,,"Web Development, Python"
13628,1.0,"Security, Compilation, Dynamic Structures"
18868,4.0,"Compilation, Robotics, Design, Web Development"
17234,3.0,"Algorithmic, Java, Python, Security, Design"
11428,2.0,Mathematics
19619,,"Design, Software Engineering"
14719,1.0,"Security, Probability, Robotics, Web Development"
14041,4.0,"Web Development, Algorithmic, Mathematics"
11917,3.0,"Java, Robotics, Dynamic Structures, Statistics, Python"
11863,1.0,"Compilation, Robotics, Web Development, Java, Design"
15481,2.0,"Design, Python, C++, Java"
16352,5.0,"Dynamic Structures, Java, Design, C++, Security"
15919,5.0,"Algorithmic, Dynamic Structures"
12857,2.0,"Python, Mathematics, Web Development"
13713,5.0,"Java, Python, Mathematics, Compilation"
13669,4.0,
18955,4.0,
18056,2.0,"C++, Software Engineering, Static Structures"
11989,5.0,"Static Structures, Robotics, C++, Software Engineering, Python"
11434,1.0,C++
19966,5.0,Static Structures
16040,5.0,"Mathematics, Probability, Robotics, Algorithmic, Software Engineering"
15287,5.0,"Web Development, Static Structures, Design, Statistics"
17683,2.0,"Web Development, Dynamic Structures, Robotics, Software Engineering, Security"
17685,5.0,
11245,5.0,"Robotics, Dynamic Structures, Mathematics, Compilation, Software Engineering"
15354,1.0,"Algorithmic, Java"
10296,3.0,"Design, Python"
12474,4.0,"Algorithmic, C++, Robotics, Statistics"
11838,3.0,Web Development
19587,2.0,"Robotics, Python"
15064,5.0,"Security, C++, Dynamic Structures"
12605,2.0,Java
11076,5.0,Software Engineering
11904,3.0,"Robotics, Software Engineering, C++, Probability, Algorithmic"
16953,,"Design, Python, Dynamic Structures"
18048,4.0,"Static Structures, Robotics, Web Development, Python, Probability"
14473,,"Design, Compilation"
11402,4.0,"Web Development, C++, Robotics, Probability"
19654,3.0,"C++, Compilation"
15123,2.0,"Algorithmic, Security"
16723,4.0,"Java, Mathematics"
11909,4.0,C++
10756,5.0,"Design, Static Structures, Probability, Statistics, Algorithmic"
18675,3.0,"Security, Probability"
16172,4.0,"Robotics, Java, Software Engineering, Mathematics"
19754,5.0,"Dynamic Structures, Statistics"
16536,1.0,Mathematics
18164,1.0,"Algorithmic, Probability"
19446,4.0,"Java, C++"
10636,3.0,"Java, Static Structures, Algorithmic, Design"
12783,3.0,"Design, C++, Compilation"
17156,1.0,Web Development
12755,1.0,"Security, Dynamic Structures, Robotics, Java"
18275,1.0,"Java, Statistics"
13124,,"Robotics, Java, Web Development, Static Structures"
17041,4.0,"Web Development, Java, Software Engineering"
13197,1.0,"Web Development, Design, Robotics, Mathematics, Dynamic Structures"
18030,1.0,"Web Development, Mathematics"
19011,4.0,"Probability, Compilation, Web Development, Java, C++"
12392,1.0,Probability
19337,1.0,"Algorithmic, Compilation, Mathematics, Statistics, Java"
11759,3.0,"Compilation, Statistics, Java, C++"
18200,4.0,Dynamic Structures
15978,1.0,"Robotics, Python, Design, Security, Algorithmic"
13782,2.0,Mathematics
10859,3.0,"Web Development, Compilation, Java, Probability, Robotics"
11535,2.0,"Software Engineering, Java, Algorithmic"
15026,2.0,"Statistics, Security, Compilation"
15987,2.0,"Robotics, Web Development, Compilation, Security"
13146,1.0,"Design, Dynamic Structures, Security, Software Engineering"
15408,,
12189,3.0,"Web Development, Algorithmic, Mathematics, Python"
19388,4.0,
19487,1.0,"Robotics, Python, Software Engineering, Compilation, Web Development"
14414,1.0,"Dynamic Structures, Software Engineering"
10814,3.0,"Dynamic Structures, Algorithmic, Software Engineering, Probability"
18037,1.0,"Static Structures, Algorithmic, Java"
17096,3.0,"Design, Software Engineering, Java, Web Development, C++"
11837,3.0,"Static Structures, Statistics, Algorithmic, Robotics"
17290,4.0,
14308,4.0,"Java, Web Development, Dynamic Structures, Mathematics"
18446,3.0,"Design, Software Engineering, Python, Dynamic Structures"
17258,5.0,"Probability, Web Development"
18486,2.0,"Robotics, Algorithmic, Web Development"
16705,2.0,"C++, Web Development, Algorithmic, Dynamic Structures, Java"
18795,2.0,"Security, Algorithmic, Python"
10869,,"Software Engineering, Design, Java, Web Development"
17608,1.0,"Mathematics, Static Structures, Software Engineering"
10588,5.0,"Security, Dynamic Structures, Design, Probability"
12286,5.0,"Java, Python, Dynamic Structures"
19400,3.0,Mathematics
18821,3.0,"Algorithmic, Python"
18799,1.0,Robotics
10307,4.0,Security
14634,5.0,"Probability, Statistics, Java, Robotics"
13858,4.0,"Web Development, Dynamic Structures, Python, Security, Java"
16608,5.0,"Robotics, Algorithmic, Java, Security"
13520,5.0,"Java, Web Development, Algorithmic, Probability"
10854,3.0,"Probability, Compilation, Python, Web Development, Robotics"
17403,4.0,"Statistics, Python"
10574,4.0,"Dynamic Structures, Static Structures"
14162,5.0,"Dynamic Structures, Python"
15045,2.0,Probability
18887,4.0,"Web Development, Static Structures, Probability, Software Engineering, Dynamic Structures"
15989,5.0,"Mathematics, Probability, Python"
18874,3.0,Java
12572,2.0,Web Development
11856,5.0,Probability
11593,2.0,"Statistics, Algorithmic, Web Development, Security"
19088,3.0,"Mathematics, Robotics, Security"
15771,1.0,"Software Engineering, Security, Static Structures, Web Development"
16816,4.0,"Security, Python, Java, Design"
19351,2.0,"Design, Robotics, Mathematics"
16623,5.0,"Dynamic Structures, Python"
19443,5.0,"Mathematics, Algorithmic, Static Structures, C++"
13171,1.0,Software Engineering
19616,3.0,Python
19076,4.0,"Design, Security, C++, Python"
15941,5.0,"Algorithmic, C++, Java, Probability"
16291,5.0,"Dynamic Structures, Java"
10895,5.0,"Software Engineering, Statistics"
13202,3.0,"Software Engineering, Dynamic Structures"
18793,3.0,"Compilation, Java"
18547,4.0,"Robotics, Probability"
17047,,"Dynamic Structures, Mathematics, Static Structures, Java"
13350,4.0,"Robotics, Web Development, Software Engineering"
17778,1.0,"Python, C++, Security, Statistics"
16670,4.0,Algorithmic
14146,3.0,"Software Engineering, Compilation, Design, C++"
13751,2.0,"Security, Software Engineering"
16793,5.0,"C++, Compilation, Probability"
13230,4.0,"C++, Probability, Algorithmic"
